evnum  e_px   e_py   e_pz  piPlus_px  piPlus_py  piPlus_pz  piMinus_px  piMinus_py  piMinus_pz  x     y     Q2    W     Mmiss  Zpair   Mh     gamma  epsilon  dp_A   dp_C  dp_W  s_Harut  s_PRL  s_Fiducial
2305   -0.90  0.06   5.24  -0.06      -0.08      0.63       0.61        0.51        1.39        0.16  0.50  1.62  3.03  2.05   0.43    0.74   0.24   0.79     5.33   0.36  2.98  0        0      0
2407   -1.00  -1.02  6.33  0.25       -0.06      0.53       0.31        0.16        1.06        0.44  0.39  3.37  2.29  1.67   0.42    0.38   0.45   0.87     1.25   0.29  0.54  0        0      0
2414   -0.51  -0.03  1.03  0.41       0.40       1.79       0.32        -0.39       0.97        0.14  0.89  2.55  4.01  2.90   0.32    0.87   0.17   0.20     1.68   0.49  0.94  0        0      0
2414   -0.51  -0.03  1.03  0.13       0.53       1.06       0.32        -0.39       0.97        0.14  0.89  2.55  4.01  2.92   0.24    0.97   0.17   0.20     1.68   0.49  0.94  0        0      0
2430   -0.85  -0.14  4.59  0.49       -0.21      1.84       0.25        0.53        3.38        0.15  0.56  1.70  3.21  1.28   0.90    0.88   0.22   0.73     4.59   0.39  2.82  1        0      1
2460   0.82   0.00   4.10  -0.65      -0.10      1.03       0.61        -0.40       2.63        0.14  0.61  1.70  3.35  1.62   0.62    1.44   0.20   0.67     4.41   0.41  2.87  0        0      0
2607   0.21   -0.34  1.23  0.25       -0.11      0.67       -0.39       0.35        1.36        0.08  0.88  1.36  4.12  3.29   0.24    0.80   0.13   0.23     5.95   0.49  3.53  0        0      0
2697   0.39   0.10   1.08  0.34       -0.46      2.06       -0.34       0.60        3.95        0.09  0.89  1.51  4.13  2.32   0.65    1.32   0.13   0.21     4.78   0.49  2.72  0        0      1
2697   0.39   0.10   1.08  -0.24      -0.40      0.71       -0.34       0.60        3.95        0.09  0.89  1.51  4.13  2.58   0.52    1.28   0.13   0.21     4.78   0.49  2.72  0        0      1
2709   -0.53  0.74   6.15  0.16       -0.29      0.70       0.44        -0.11       1.36        0.17  0.41  1.42  2.78  1.94   0.51    0.45   0.27   0.86     7.56   0.32  3.54  0        0      0
2724   0.40   1.08   7.68  0.23       -0.48      2.12       -0.34       -0.07       0.59        0.34  0.27  1.82  2.10  0.62   1.02    0.83   0.47   0.94     5.05   0.21  1.50  0        0      1
2725   0.53   -0.88  7.34  -0.24      0.26       0.47       -0.08       0.76        1.06        0.25  0.30  1.53  2.31  1.35   0.60    0.45   0.39   0.93     7.19   0.24  2.41  0        0      1
2817   1.48   -0.02  6.84  -0.18      -0.18      1.09       -1.03       0.16        1.63        0.50  0.34  3.35  2.07  1.00   0.85    0.74   0.51   0.90     1.29   0.25  0.49  0        0      1
2848   0.48   -0.44  2.44  -0.56      -0.16      0.87       -0.14       0.39        0.99        0.12  0.76  1.82  3.77  2.74   0.26    0.75   0.17   0.44     3.46   0.47  2.40  0        0      1
2925   1.33   0.10   7.27  -0.27      -0.26      1.01       -0.34       0.23        0.53        0.43  0.30  2.57  2.08  1.39   0.55    0.63   0.50   0.92     2.32   0.23  0.78  0        0      1
2940   -0.53  0.90   7.53  0.26       0.14       0.87       0.09        -0.52       1.33        0.27  0.28  1.54  2.23  1.18   0.79    0.71   0.41   0.94     7.16   0.22  2.25  0        0      1
2962   -1.28  0.89   3.88  0.52       -0.28      1.30       0.40        -0.34       1.66        0.53  0.61  6.43  2.55  1.75   0.50    0.36   0.39   0.64     0.28   0.39  0.18  1        1      1
3017   -0.35  -0.58  1.75  0.59       0.59       4.68       -0.30       0.08        0.48        0.16  0.82  2.68  3.82  2.24   0.61    1.18   0.19   0.33     1.54   0.48  1.01  0        0      1
3024   -0.21  -0.45  1.54  0.27       0.19       4.30       -0.32       0.40        1.72        0.10  0.85  1.68  4.01  2.27   0.68    0.90   0.14   0.29     3.92   0.48  2.49  0        0      1
3037   0.13   1.14   4.83  0.28       -0.47      3.00       0.36        -0.13       0.53        0.27  0.53  2.84  2.94  1.50   0.66    0.79   0.30   0.75     1.63   0.37  0.95  0        0      0
3076   -0.76  0.66   3.45  0.84       -0.21      1.86       0.10        -0.38       0.74        0.23  0.66  3.05  3.32  2.15   0.41    0.68   0.25   0.59     1.29   0.43  0.87  0        0      1
3076   -0.76  0.66   3.45  -0.27      0.21       1.08       0.10        -0.38       0.74        0.23  0.66  3.05  3.32  2.44   0.28    0.77   0.25   0.59     1.29   0.43  0.87  0        0      1
3098   0.67   -0.43  2.50  -0.37      0.55       1.43       0.33        -0.08       0.81        0.18  0.75  2.62  3.64  2.60   0.31    0.93   0.20   0.45     1.67   0.46  1.15  0        0      1
3115   1.05   0.19   6.15  0.30       -0.35      1.06       -0.16       -0.33       0.61        0.24  0.41  1.96  2.66  1.49   0.43    0.55   0.32   0.86     3.86   0.31  1.79  0        0      1
3128   -1.14  -0.12  5.33  0.25       -0.33      2.36       0.47        -0.07       0.94        0.27  0.49  2.58  2.82  1.60   0.67    0.64   0.31   0.80     2.05   0.35  1.11  0        0      1
3137   0.71   0.90   6.17  0.20       -0.51      1.05       -0.57       -0.26       1.41        0.28  0.41  2.25  2.60  1.53   0.63    0.85   0.35   0.86     2.90   0.31  1.33  0        0      1
3182   0.36   0.05   0.69  -0.96      -0.13      4.91       -0.25       -0.06       0.25        0.10  0.93  1.87  4.18  2.35   0.55    0.97   0.14   0.14     3.11   0.49  1.50  0        0      0
3201   0.97   0.34   3.81  -0.29      0.16       1.39       -0.21       0.23        0.49        0.23  0.63  2.89  3.24  2.46   0.31    0.44   0.26   0.64     1.47   0.42  0.97  0        0      1
3205   0.39   0.13   1.05  0.57       0.67       2.64       -0.42       -0.13       0.91        0.09  0.89  1.67  4.12  2.62   0.40    1.25   0.14   0.20     3.90   0.49  2.20  0        0      1
3205   0.39   0.13   1.05  -0.33      -0.16      0.49       -0.42       -0.13       0.91        0.09  0.89  1.67  4.12  3.20   0.17    0.33   0.14   0.20     3.90   0.49  2.20  0        0      1
3206   -0.35  0.51   3.13  -0.29      0.22       0.70       0.49        0.42        1.70        0.09  0.70  1.26  3.68  2.39   0.35    0.82   0.15   0.54     7.56   0.45  5.26  0        0      0
3218   0.04   -0.37  1.06  -0.32      -0.06      0.98       -0.47       -0.16       0.72        0.08  0.89  1.38  4.16  3.11   0.20    0.39   0.12   0.20     5.77   0.49  3.25  0        0      0
3218   0.04   -0.37  1.06  0.19       0.22       0.49       -0.47       -0.16       0.72        0.08  0.89  1.38  4.16  3.22   0.16    0.79   0.12   0.20     5.77   0.49  3.25  0        0      0
3354   -0.96  0.01   4.43  0.21       0.05       0.49       0.37        -0.49       1.44        0.19  0.57  2.18  3.18  2.35   0.35    0.51   0.24   0.71     2.71   0.40  1.69  0        0      1
3356   -0.31  -0.67  3.83  0.32       -0.01      0.49       0.39        0.30        1.05        0.12  0.63  1.50  3.46  2.61   0.26    0.41   0.18   0.64     5.58   0.43  3.73  0        0      1
3406   -0.92  -0.06  6.19  0.33       -0.36      1.24       0.41        -0.34       1.04        0.18  0.41  1.43  2.76  1.58   0.58    0.31   0.28   0.87     7.40   0.31  3.43  0        0      1
3411   -0.99  0.02   4.93  0.24       -0.11      0.43       0.43        -0.09       0.98        0.20  0.53  2.11  3.04  2.40   0.29    0.32   0.26   0.76     3.03   0.38  1.77  0        0      1
3430   0.63   1.01   5.37  -0.46      -0.34      1.72       0.08        -0.37       0.77        0.29  0.48  2.77  2.77  1.89   0.53    0.61   0.33   0.80     1.78   0.35  0.96  0        0      1
3576   1.30   0.48   6.29  -0.48      0.26       1.50       -0.34       -0.36       0.57        0.41  0.39  3.20  2.34  1.43   0.57    0.81   0.43   0.87     1.39   0.29  0.61  0        0      1
3587   -1.05  -0.22  1.73  0.40       0.32       1.88       0.55        -0.17       0.67        0.41  0.81  6.51  3.23  2.09   0.33    0.82   0.30   0.33     0.25   0.46  0.16  0        0      1
3717   -1.05  0.22   5.26  0.03       0.38       1.70       0.28        0.25        0.46        0.23  0.49  2.29  2.90  1.78   0.45    0.63   0.29   0.79     2.62   0.36  1.45  0        0      0
3726   0.72   -0.53  2.21  -0.62      0.13       2.53       -0.36       0.14        0.84        0.24  0.78  3.73  3.55  2.47   0.43    0.44   0.23   0.41     0.81   0.46  0.55  0        0      1
3731   -0.75  -0.17  3.26  0.11       0.28       0.44       -0.59       0.15        1.22        0.14  0.68  1.87  3.55  2.34   0.27    0.72   0.19   0.56     3.44   0.44  2.37  0        0      1
3890   -0.12  -0.56  2.45  -0.41      0.14       0.83       107.97      136.43      1643.32     0.09  0.76  1.40  3.83  48.88  204.47  21.26  0.15   0.44     5.85   0.47  4.07  0        0      0
3909   0.35   0.38   1.01  0.01       -0.38      1.07       -0.30       -0.27       0.84        0.15  0.89  2.64  4.00  3.19   0.22    0.45   0.17   0.20     1.56   0.49  0.87  0        0      1
3909   0.35   0.38   1.01  -0.06      -0.28      1.08       -0.30       -0.27       0.84        0.15  0.89  2.64  4.00  3.26   0.22    0.40   0.17   0.20     1.56   0.49  0.87  0        0      1
3909   0.35   0.38   1.01  0.06       0.47       0.62       -0.30       -0.27       0.84        0.15  0.89  2.64  4.00  2.95   0.18    0.88   0.17   0.20     1.56   0.49  0.87  0        0      1
4006   -0.42  -0.29  1.81  -0.12      -0.35      0.85       0.59        0.34        1.02        0.09  0.82  1.51  3.97  2.84   0.25    1.00   0.14   0.34     4.91   0.48  3.25  0        0      0
4057   -0.93  0.06   4.07  0.90       -0.15      3.81       0.44        0.08        1.31        0.19  0.61  2.25  3.27  1.43   0.83    0.44   0.23   0.67     2.49   0.41  1.61  1        0      1
4112   0.41   -0.32  1.66  -0.26      -0.47      1.76       -0.04       0.40        1.09        0.10  0.84  1.67  3.98  2.96   0.34    0.93   0.15   0.31     3.98   0.48  2.58  0        0      1
4112   0.41   -0.32  1.66  0.19       0.07       0.91       -0.04       0.40        1.09        0.10  0.84  1.67  3.98  3.25   0.24    0.47   0.15   0.31     3.98   0.48  2.58  0        0      1
4113   0.31   -0.60  2.29  -0.06      0.48       2.16       0.35        -0.26       0.75        0.14  0.77  2.08  3.77  2.64   0.38    1.00   0.18   0.42     2.62   0.47  1.80  0        0      1
4141   0.43   -0.90  6.01  -0.29      0.72       1.71       -0.09       0.33        0.71        0.20  0.43  1.73  2.76  1.70   0.60    0.31   0.29   0.85     4.95   0.32  2.38  0        0      0
4141   0.43   -0.90  6.01  0.32       -0.24      0.63       -0.09       0.33        0.71        0.20  0.43  1.73  2.76  1.87   0.34    0.75   0.29   0.85     4.95   0.32  2.38  0        0      0
4215   -0.58  0.56   1.95  0.39       -0.73      1.38       0.20        0.43        0.51        0.21  0.80  3.38  3.67  2.16   0.27    1.19   0.22   0.36     0.98   0.47  0.65  0        0      1
4296   0.45   0.78   5.94  -0.01      -0.19      0.59       -0.69       0.18        1.30        0.17  0.43  1.46  2.84  1.81   0.46    0.67   0.26   0.85     7.01   0.33  3.44  0        0      0
4303   0.26   0.23   0.44  0.18       0.25       1.51       -0.70       0.00        5.09        0.14  0.95  2.59  4.14  2.33   0.67    0.91   0.16   0.09     1.60   0.49  0.65  0        0      1
4303   0.26   0.23   0.44  0.18       0.25       1.51       0.36        -0.13       0.51        0.14  0.95  2.59  4.14  3.16   0.22    0.68   0.16   0.09     1.60   0.49  0.65  0        0      1
4312   0.10   -0.50  1.13  0.34       0.19       0.99       0.55        0.17        1.18        0.13  0.88  2.30  4.02  2.87   0.26    0.31   0.16   0.22     2.06   0.49  1.19  0        0      1
4438   -0.33  -0.17  0.91  0.21       -0.11      1.16       -0.05       1.02        2.79        0.08  0.91  1.50  4.18  2.71   0.43    0.95   0.13   0.18     4.84   0.49  2.59  0        0      1
4443   -0.75  0.54   3.77  0.04       -0.20      0.76       0.24        -0.34       1.12        0.19  0.63  2.36  3.34  2.69   0.30    0.32   0.23   0.63     2.21   0.42  1.47  0        0      1
4443   -0.75  0.54   3.77  0.23       0.33       0.35       0.24        -0.34       1.12        0.19  0.63  2.36  3.34  2.40   0.26    0.83   0.23   0.63     2.21   0.42  1.47  0        0      1
4490   0.42   -0.30  0.75  -0.12      0.51       1.66       0.15        -0.48       0.64        0.19  0.91  3.38  3.96  2.76   0.27    1.15   0.19   0.15     0.95   0.49  0.47  0        0      1
4577   -0.62  0.73   4.67  0.03       -0.24      0.74       0.44        0.04        0.96        0.19  0.55  2.07  3.12  2.44   0.32    0.55   0.25   0.73     3.08   0.39  1.87  0        0      1
4658   0.27   0.65   2.20  -0.26      0.11       1.09       0.51        -0.11       0.90        0.15  0.78  2.32  3.76  2.79   0.26    0.87   0.18   0.40     2.11   0.47  1.44  0        0      1
4658   0.27   0.65   2.20  -0.26      0.11       1.09       -0.17       -0.33       0.69        0.15  0.78  2.32  3.76  3.04   0.23    0.57   0.18   0.40     2.11   0.47  1.44  0        0      1
4658   0.27   0.65   2.20  0.06       0.17       0.86       0.51        -0.11       0.90        0.15  0.78  2.32  3.76  2.80   0.23    0.58   0.18   0.40     2.11   0.47  1.44  0        0      1
4658   0.27   0.65   2.20  0.06       0.17       0.86       -0.17       -0.33       0.69        0.15  0.78  2.32  3.76  3.13   0.20    0.62   0.18   0.40     2.11   0.47  1.44  0        0      1
4701   0.93   0.10   6.06  -0.00      -0.13      0.62       -0.54       0.30        1.77        0.18  0.42  1.53  2.78  1.86   0.57    0.60   0.28   0.86     6.45   0.32  3.08  0        0      1
4708   0.81   0.14   2.85  0.97       0.28       2.99       -0.34       -0.40       0.65        0.17  0.72  2.46  3.57  1.39   0.52    1.54   0.21   0.50     1.93   0.45  1.34  0        0      1
4708   0.81   0.14   2.85  0.01       -0.48      1.95       -0.34       -0.40       0.65        0.17  0.72  2.46  3.57  2.31   0.37    0.73   0.21   0.50     1.93   0.45  1.34  0        0      1
4708   0.81   0.14   2.85  0.07       0.16       0.45       -0.34       -0.40       0.65        0.17  0.72  2.46  3.57  2.78   0.18    0.68   0.21   0.50     1.93   0.45  1.34  0        0      1
4768   0.95   0.01   6.24  -0.39      0.08       0.42       -0.02       -0.34       0.63        0.19  0.40  1.52  2.72  1.98   0.31    0.64   0.29   0.87     6.64   0.31  3.04  0        0      1
4849   -0.11  0.42   1.29  0.69       0.04       1.77       -0.77       -0.06       1.60        0.09  0.87  1.52  4.09  2.57   0.40    1.50   0.13   0.24     4.79   0.49  2.88  0        0      0
4849   -0.11  0.42   1.29  0.07       -0.14      0.64       -0.77       -0.06       1.60        0.09  0.87  1.52  4.09  2.98   0.27    0.69   0.13   0.24     4.79   0.49  2.88  0        0      0
4911   -0.48  0.21   1.19  0.38       -0.24      1.56       0.60        -0.39       1.30        0.14  0.88  2.37  4.00  2.71   0.34    0.44   0.17   0.23     1.94   0.49  1.14  0        0      1
4911   -0.48  0.21   1.19  -0.04      -0.28      1.10       0.60        -0.39       1.30        0.14  0.88  2.37  4.00  2.90   0.28    0.64   0.17   0.23     1.94   0.49  1.14  0        0      1
4928   0.44   -0.72  4.00  -0.33      0.41       1.77       -0.60       0.13        1.00        0.15  0.61  1.89  3.35  2.14   0.47    0.61   0.21   0.66     3.54   0.42  2.32  0        0      1
4929   1.20   0.63   2.39  -0.30      -0.02      1.77       -0.35       -0.27       1.14        0.51  0.74  7.59  2.83  2.16   0.39    0.47   0.35   0.44     0.19   0.44  0.13  1        0      1
4934   0.34   0.45   1.87  -0.10      -0.46      0.50       -0.90       -0.44       3.63        0.11  0.82  1.77  3.92  2.10   0.52    1.05   0.15   0.35     3.59   0.48  2.39  0        0      1
4936   0.63   0.36   2.47  -0.27      0.13       0.58       0.42        -0.47       2.72        0.15  0.76  2.22  3.70  2.52   0.43    0.97   0.19   0.45     2.34   0.46  1.62  0        0      1
5037   1.08   -0.06  5.28  -0.27      -0.30      1.06       -0.02       0.96        1.41        0.24  0.49  2.34  2.89  1.31   0.55    1.23   0.29   0.79     2.49   0.36  1.37  0        0      1
5041   -1.04  -0.09  7.90  0.57       0.35       2.33       -0.27       -0.23       0.27        0.29  0.25  1.45  2.09  0.29   1.10    1.22   0.46   0.95     8.38   0.20  2.29  0        0      1
5041   -1.04  -0.09  7.90  0.02       0.48       1.84       -0.27       -0.23       0.27        0.29  0.25  1.45  2.09  0.75   0.90    1.02   0.46   0.95     8.38   0.20  2.29  0        0      1
5098   1.21   0.62   5.04  -0.25      -0.29      1.02       -0.75       -0.47       1.98        0.38  0.51  3.81  2.68  1.63   0.61    0.36   0.36   0.77     0.89   0.36  0.50  0        0      0
5125   0.40   -0.78  4.71  0.23       0.20       0.90       -0.41       0.15        0.32        0.16  0.55  1.71  3.18  2.31   0.26    0.81   0.22   0.74     4.58   0.39  2.78  0        0      1
5158   -0.47  0.62   5.27  -0.25      0.21       0.97       0.40        -0.66       2.14        0.12  0.50  1.21  3.09  1.83   0.63    1.03   0.21   0.79     9.72   0.37  5.43  0        0      0
